"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Echymipera","Echymipera kalubu","Echymipera_kalubu","Echymipera kalubu",0.141848749616356,731.2,"AnAge; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014b",10,"Animalia","Chordata","Mammalia","Peramelemorphia","Peramelidae","GBIF",99,"ACCEPTED","Peramelidae","Peramelemorphia",FALSE
"Echymipera","Echymipera rufescens","Echymipera_rufescens","Echymipera rufescens",0.186608783985364,1100,"AnAge; Cai_etal_2025; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",8,"Animalia","Chordata","Mammalia","Peramelemorphia","Peramelidae","GBIF",99,"ACCEPTED","Peramelidae","Peramelemorphia",FALSE
"Eciton","Eciton hamatum","Eciton_hamatum","Eciton hamatum",0,0.006,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","GBIF",99,"ACCEPTED","Formicidae","Hymenoptera",FALSE
"Eclectus","Eclectus roratus","Eclectus_roratus","Eclectus roratus",0.244692326794341,437.4,"AnAge; Cai_etal_2025; Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",14,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","GBIF",99,"ACCEPTED","Psittacidae","Psittaciformes",FALSE
"Ecpleopus","Ecpleopus gaudichaudii","Ecpleopus_gaudichaudii","Ecpleopus gaudichaudii",0.00799258469902719,1.684,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","GBIF",99,"ACCEPTED","Gymnophthalmidae",NA,FALSE
"Ecsenius","Ecsenius bicolor","Ecsenius_bicolor","Ecsenius bicolor",0,11,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","GBIF",99,"ACCEPTED","Blenniidae","Perciformes",FALSE
"Ecsenius","Ecsenius frontalis","Ecsenius_frontalis","Ecsenius frontalis",0,1.35,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","GBIF",98,"ACCEPTED","Blenniidae","Perciformes",FALSE
"Ecsenius","Ecsenius nalolo","Ecsenius_nalolo","Ecsenius nalolo",0,0.68,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","GBIF",99,"ACCEPTED","Blenniidae","Perciformes",FALSE
"Ectemnorhinus","Ectemnorhinus marioni","Ectemnorhinus_marioni","Ectemnorhinus marioni",0,0.0096,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","GBIF",99,"ACCEPTED","Curculionidae","Coleoptera",FALSE
"Ectemnorhinus","Ectemnorhinus similis","Ectemnorhinus_similis","Ectemnorhinus similis",0,0.0134,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","GBIF",99,"ACCEPTED","Curculionidae","Coleoptera",FALSE
"Ectinosoma","Ectinosoma compressum","Ectinosoma_compressum","Ectinosoma compressum",0,4.01e-05,"Brose_etal_2018",180,"Animalia","Arthropoda","Copepoda","Harpacticoida","Ectinosomatidae","GBIF",99,"ACCEPTED","Ectinosomatidae","Harpacticoida",FALSE
"Ectocyclops","Ectocyclops phaleratus","Ectocyclops_phaleratus","Ectocyclops phaleratus",0,4.01e-05,"Brose_etal_2018",179,"Animalia","Arthropoda","Copepoda","Cyclopoida","Cyclopidae","GBIF",99,"ACCEPTED","Cyclopidae","Cyclopoida",FALSE
"Ectomyelois","Ectomyelois ceratoniae","Ectomyelois_ceratoniae","Ectomyelois ceratoniae",0,0.0002572,"DeLong_etal_2018",3,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","GBIF",99,"ACCEPTED","Pyralidae","Lepidoptera",FALSE
"Ectophylla","Ectophylla alba","Ectophylla_alba","Ectophylla alba",0.0191350104402609,5.651,"Cai_etal_2025; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",6,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","GBIF",99,"ACCEPTED","Phyllostomidae","Chiroptera",FALSE
"Ectopistes","Ectopistes migratorius","Ectopistes_migratorius","Ectopistes migratorius",0.0565345815768672,319.2,"Cai_etal_2025; Myrhvold_2015",2,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Ectopleura","Ectopleura crocea","Tubularia_ralphii","Tubularia ralphii",0,0.029,"Brose_etal_2018",53,"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae","GBIF",96,"SYNONYM","Tubulariidae","Anthoathecata",TRUE
"Ectopsocopsis","Ectopsocopsis cryptomeriae","Ectopsocopsis_cryptomeriae","Ectopsocopsis cryptomeriae",0,0.00325,"Brose_etal_2018",12,"Animalia","Arthropoda","Insecta","Psocodea","Ectopsocidae","GBIF",99,"ACCEPTED","Ectopsocidae","Psocodea",FALSE
"Edalorhina","Edalorhina perezi","Edalorhina_perezi","Edalorhina perezi",0,4.63,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","GBIF",99,"ACCEPTED","Leptodactylidae","Anura",FALSE
"Edaphus","Edaphus lederi","Edaphus_bluhweissi","Edaphus bluhweissi",0,2.663e-05,"Brose_2005",1,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","GBIF",98,"SYNONYM","Staphylinidae","Coleoptera",TRUE
"Edmundsella","Edmundsella pedata","Coryphella_pedata","Coryphella pedata",0,0.01183,"Brose_etal_2018",9,"Animalia","Mollusca","Gastropoda","Nudibranchia","Flabellinidae","GBIF",98,"SYNONYM","Flabellinidae","Nudibranchia",TRUE
"Edotia","Edotia triloba","Edotea_triloba","Edotea triloba",0,0.005048,"Brose_etal_2018",28,"Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","GBIF",98,"SYNONYM","Idoteidae","Isopoda",TRUE
"Edrotes","Edrotes ventricosus","Edrotes_ventricosus","Edrotes ventricosus",0,0.02435,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","GBIF",99,"ACCEPTED","Tenebrionidae","Coleoptera",FALSE
"Edwardsia","Edwardsia elegans","Edwardsia_elegans","Edwardsia elegans",0,0.2174,"Brose_etal_2018",70,"Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","GBIF",99,"ACCEPTED","Edwardsiidae","Actiniaria",FALSE
"Edwardsia","Edwardsia meridionalis","Edwardsia_meridionalis","Edwardsia meridionalis",0,0.018,"Brose_etal_2018",75,"Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","GBIF",99,"ACCEPTED","Edwardsiidae","Actiniaria",FALSE
"Edwardzetes","Edwardzetes edwardsi","Edwarzetes_edwardsii","Edwarzetes edwardsii",0,0.0001259,"Brose_etal_2018",21,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Ceratozetidae","GBIF",85,"ACCEPTED","Ceratozetidae","Sarcoptiformes",TRUE
"Egea","Egea inermis","Egea_inermis","Egea inermis",0,78,"Raymond_2011",1,"Animalia","Mollusca","Cephalopoda","Oegopsida","Cranchiidae","GBIF",99,"ACCEPTED","Cranchiidae","Oegopsida",FALSE
"Egernia","Egernia cunninghami","Egernia_cunninghami","Egernia cunninghami",0.229077413930466,329.8,"Feldman_etal_2016; Hirt_etal_2017; Makarieva_2008; Meiri_2018; Myrhvold_2015",5,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia cygnitos","Egernia_cygnitos","Egernia cygnitos",0.000443665453508753,36.22,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia depressa","Egernia_depressa","Egernia depressa",0.252136703832065,30.48,"Feldman_etal_2016; Meiri_2018; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia douglasi","Egernia_douglasi","Egernia douglasi",0.513165240034156,91.82,"Feldman_etal_2016; Meiri_2018; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia eos","Egernia_eos","Egernia eos",0.000207562313944598,29.29,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia epsisolus","Egernia_epsisolus","Egernia epsisolus",0.000207562313944598,29.29,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia formosa","Egernia_formosa","Egernia formosa",0.000259357715622675,26.79,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia hosmeri","Egernia_hosmeri","Egernia hosmeri",0.000120956547754224,143.6,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia kingii","Egernia_kingii","Egernia kingii",0.173927306391847,369.3,"Feldman_etal_2016; Meiri_2018; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia mcpheei","Egernia_mcpheei","Egernia mcpheei",0.000158936683165722,68.31,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia napoleonis","Egernia_napoleonis","Egernia napoleonis",0.000281057780189961,54.08,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia pilbarensis","Egernia_pilbarensis","Egernia pilbarensis",0.000436257677973385,39.82,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia richardi","Egernia_richardi","Egernia richardi",1.72335660784217e-05,25.2,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia rugosa","Egernia_rugosa","Egernia rugosa",5.4498369953663e-05,286.9,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia saxatilis","Egernia_saxatilis","Egernia saxatilis",0.000268000305883924,56.72,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia stokesii","Egernia_stokesii","Egernia stokesii",0.0550101072378095,216.6,"Feldman_etal_2016; Meiri_2018; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egernia","Egernia striolata","Egernia_striolata","Egernia striolata",0.0135363348414126,37.4,"Feldman_etal_2016; Meiri_2018; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Egretta","Egretta ardesiaca","Egretta_ardesiaca","Egretta ardesiaca",0.00400274245367395,325.5,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","GBIF",99,"ACCEPTED","Ardeidae","Pelecaniformes",FALSE
"Egretta","Egretta caerulea","Egretta_caerulea","Egretta caerulea",0.668889815032228,310.9,"AnAge; Brose_etal_2018; Brown_etal_2018; Lislevand_etal_2007; Myrhvold_2015; Quaardvark; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",77,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","GBIF",99,"ACCEPTED","Ardeidae","Pelecaniformes",FALSE
"Egretta","Egretta dimorpha","Egretta_dimorpha","Egretta dimorpha",0,495,"Myrhvold_2015",1,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","GBIF",99,"ACCEPTED","Ardeidae","Pelecaniformes",FALSE
"Egretta","Egretta eulophotes","Egretta_eulophotes","Egretta eulophotes",0.00718166802097199,464.4,"Cai_etal_2025; Myrhvold_2015; Wilman_etal_2014",3,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","GBIF",99,"ACCEPTED","Ardeidae","Pelecaniformes",FALSE
"Egretta","Egretta garzetta","Egretta_garzetta","Egretta garzetta",0.250138389104233,401.5,"AnAge; Cai_etal_2025; Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",9,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","GBIF",99,"ACCEPTED","Ardeidae","Pelecaniformes",FALSE
"Egretta","Egretta gularis","Egretta_gularis","Egretta gularis",0.196041486010071,400.5,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",4,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","GBIF",99,"ACCEPTED","Ardeidae","Pelecaniformes",FALSE
"Egretta","Egretta intermedia","Ardea_intermedia","Ardea intermedia; Egretta intermedia; Mesophoyx intermedia",0.0565185498983572,457.9,"Cai_etal_2025; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",10,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","GBIF",98,"SYNONYM","Ardeidae","Pelecaniformes",TRUE
