Latin name ,Island,Sex,Sampling Date,W (g),FL (cm),TL (cm)
Haemulon plumierii,MARTINIQUE,F,8/23/22,281.5,23,26
Haemulon plumierii,MARTINIQUE,F,8/23/22,250,22,25
Haemulon plumierii,MARTINIQUE,M,8/23/22,201.5,20.5,23
Haemulon plumierii,MARTINIQUE,F,8/23/22,240,22.5,25.5
Haemulon plumierii,MARTINIQUE,F,8/23/22,385,26,29
Haemulon plumierii,MARTINIQUE,F,8/23/22,351,25.5,28.5
Haemulon plumierii,MARTINIQUE,M,8/23/22,145,19,21.5
Haemulon plumierii,MARTINIQUE,F,8/23/22,269,22.5,25.5
Haemulon plumierii,MARTINIQUE,F,8/23/22,121,18,20
Haemulon plumierii,MARTINIQUE,M,8/24/22,194.5,21,24
Haemulon plumierii,MARTINIQUE,F,8/24/22,290.5,23.5,27
Haemulon plumierii,MARTINIQUE,I,8/25/22,76.5,15,16.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,11.5,16,18
Haemulon plumierii,MARTINIQUE,I,8/25/22,89.5,16.5,18
Haemulon plumierii,MARTINIQUE,F,8/25/22,115,17,19
Haemulon plumierii,MARTINIQUE,I,8/25/22,68.5,14.5,16.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,67.5,15,16.5
Haemulon plumierii,MARTINIQUE,M,8/25/22,94,16.5,18
Haemulon plumierii,MARTINIQUE,M,8/25/22,131,18.5,20
Haemulon plumierii,MARTINIQUE,F,8/25/22,179.5,20,22.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,319.5,25,28
Haemulon plumierii,MARTINIQUE,F,8/25/22,451,26.5,30
Haemulon plumierii,MARTINIQUE,F,8/25/22,205,21.5,24
Haemulon plumierii,MARTINIQUE,F,8/25/22,532.5,29,33
Haemulon plumierii,MARTINIQUE,F,8/25/22,647.5,30.5,34.5
Haemulon plumierii,MARTINIQUE,M,8/25/22,429.5,26,29.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,139,18.5,21
Haemulon plumierii,MARTINIQUE,F,8/25/22,304,24,27
Haemulon plumierii,MARTINIQUE,F,8/25/22,317.5,23.5,26.5
Haemulon plumierii,MARTINIQUE,M,8/25/22,204,20.5,23
Haemulon plumierii,MARTINIQUE,F,8/25/22,377.5,25.5,28.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,366,26,29.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,317,23.5,27
Haemulon plumierii,MARTINIQUE,F,8/25/22,283,22.5,26
Haemulon plumierii,MARTINIQUE,I,8/25/22,647,30.5,35
Haemulon plumierii,MARTINIQUE,F,8/25/22,265,22,25
Haemulon plumierii,MARTINIQUE,M,8/25/22,556.5,29,33
Haemulon plumierii,MARTINIQUE,M,8/25/22,441,27,31
Haemulon plumierii,MARTINIQUE,M,8/25/22,486,28,31.5
Haemulon plumierii,MARTINIQUE,M,8/25/22,703,32,35.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,257.5,22,24.5
Haemulon plumierii,MARTINIQUE,M,8/25/22,333.5,24,27
Haemulon plumierii,MARTINIQUE,F,8/25/22,726.5,31,35
Haemulon plumierii,MARTINIQUE,M,8/25/22,183,21,23
Haemulon plumierii,MARTINIQUE,M,8/25/22,709,32,35.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,228,20,23
Haemulon plumierii,MARTINIQUE,F,8/25/22,153.5,18.5,21
Haemulon plumierii,MARTINIQUE,I,8/25/22,852,31.5,36.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,124,17.5,20
Haemulon plumierii,MARTINIQUE,M,8/25/22,519.5,27.5,31
Haemulon plumierii,MARTINIQUE,F,8/25/22,435,26.5,30
Haemulon plumierii,MARTINIQUE,F,8/25/22,85,15,17
Haemulon plumierii,MARTINIQUE,F,8/25/22,486.5,27,30.5
Haemulon plumierii,MARTINIQUE,M,8/25/22,455.5,27,30
Haemulon plumierii,MARTINIQUE,I,8/25/22,108,17,19
Haemulon plumierii,MARTINIQUE,M,8/25/22,596,29.5,33
Haemulon plumierii,MARTINIQUE,F,8/25/22,71.5,14.5,16.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,160.5,19,21.5
Haemulon plumierii,MARTINIQUE,M,8/25/22,196,20,22.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,585,29,32.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,314,24.5,27
Haemulon plumierii,MARTINIQUE,M,8/25/22,476.5,27.5,31.5
Haemulon plumierii,MARTINIQUE,F,8/25/22,278.5,22.5,25
Haemulon plumierii,MARTINIQUE,M,8/25/22,459.5,26.5,30
Haemulon plumierii,MARTINIQUE,F,8/25/22,349,25,29
Haemulon plumierii,MARTINIQUE,M,8/25/22,333,24,27
Haemulon plumierii,MARTINIQUE,F,8/26/22,102,17,19
Haemulon plumierii,MARTINIQUE,F,8/24/22,303.5,23.5,27.5
Haemulon plumierii,MARTINIQUE,F,8/24/22,445,27,31
Haemulon plumierii,MARTINIQUE,F,8/30/22,43,12.5,14
Haemulon plumierii,MARTINIQUE,F,8/30/22,23,10.5,11.5
Haemulon plumierii,MARTINIQUE,I,8/30/22,27,11,12
Haemulon plumierii,MARTINIQUE,M,8/30/22,49,13.5,15
Haemulon plumierii,MARTINIQUE,F,8/30/22,61.5,14,15.5
Haemulon plumierii,MARTINIQUE,F,8/30/22,104,16.5,18.5
Haemulon plumierii,MARTINIQUE,F,8/30/22,50,13,14.5
Haemulon plumierii,MARTINIQUE,F,8/30/22,51.5,13.5,14.5
Haemulon plumierii,MARTINIQUE,F,8/30/22,87.5,15.5,17.5
Haemulon plumierii,MARTINIQUE,M,8/30/22,43,12.5,14
Haemulon plumierii,MARTINIQUE,I,8/30/22,43,12.5,14
Haemulon plumierii,MARTINIQUE,F,8/30/22,59,13.5,15
Haemulon sciurus,GUADELOUPE,F,11/7/21,587.3,30.5,34
Haemulon sciurus,GUADELOUPE,F,11/8/21,363.4,25.5,29
Haemulon sciurus,GUADELOUPE,F,11/10/21,376.5,26,28
Haemulon sciurus,GUADELOUPE,F,11/10/21,386.6,26,29.5
Haemulon sciurus,GUADELOUPE,F,11/10/21,483.6,27.5,31.5
Haemulon sciurus,GUADELOUPE,M,11/10/21,491,28.5,32
Haemulon sciurus,GUADELOUPE,F,11/10/21,370.5,26,28
Haemulon sciurus,GUADELOUPE,F,11/10/21,300.5,25,27
Haemulon sciurus,GUADELOUPE,F,11/10/21,461.6,28.5,32
Haemulon sciurus,GUADELOUPE,F,11/10/21,238.7,23,26
Haemulon sciurus,GUADELOUPE,F,11/10/21,398.2,25.5,29.5
Haemulon sciurus,GUADELOUPE,F,11/10/21,418.5,27.5,31
Haemulon sciurus,GUADELOUPE,F,11/10/21,391.2,26,29.5
Haemulon sciurus,GUADELOUPE,F,11/10/21,250.4,22,25
Haemulon sciurus,GUADELOUPE,F,11/10/21,189.5,21,23
Haemulon sciurus,GUADELOUPE,F,11/10/21,147.9,19,21
Haemulon sciurus,GUADELOUPE,F,11/10/21,321,24.5,27
Haemulon sciurus,GUADELOUPE,M,11/15/21,320,23.5,27
Haemulon sciurus,GUADELOUPE,F,11/15/21,415.6,26.5,29.5
Haemulon sciurus,GUADELOUPE,F,11/15/21,322.6,24,27.5
Haemulon sciurus,GUADELOUPE,M,11/15/21,342.2,25,28
Haemulon sciurus,GUADELOUPE,F,11/15/21,261.8,23,26
Haemulon sciurus,GUADELOUPE,M,11/15/21,398.8,25.5,28.5
Haemulon sciurus,GUADELOUPE,F,11/15/21,319.5,24.5,27.5
Haemulon sciurus,GUADELOUPE,I,11/15/21,313,24,26.5
Haemulon sciurus,GUADELOUPE,M,11/15/21,335.5,25,27.5
Haemulon sciurus,GUADELOUPE,M,11/15/21,283.1,23,25.5
Haemulon sciurus,GUADELOUPE,F,11/15/21,375.3,25.5,28.5
Haemulon sciurus,GUADELOUPE,M,11/15/21,299.2,24,26
Haemulon sciurus,GUADELOUPE,F,11/15/21,310.4,25,27
Haemulon sciurus,GUADELOUPE,F,11/15/21,312.9,23.5,26.5
Haemulon sciurus,GUADELOUPE,F,11/15/21,314,24,27
Haemulon sciurus,GUADELOUPE,F,11/15/21,227.5,21.5,24
Haemulon sciurus,GUADELOUPE,I,11/17/21,240,22.5,24.5
Haemulon sciurus,GUADELOUPE,I,11/17/21,242.8,22,24.5
Haemulon sciurus,GUADELOUPE,I,11/18/21,606.3,32,36
Haemulon sciurus,GUADELOUPE,F,5/27/22,341.6,25.5,28
Haemulon sciurus,GUADELOUPE,F,5/27/22,345.7,25.5,28
Haemulon sciurus,GUADELOUPE,F,5/27/22,426.6,28,30
Haemulon sciurus,GUADELOUPE,M,5/27/22,367.9,26,28.5
Haemulon sciurus,GUADELOUPE,M,5/29/22,345.9,25,28
Haemulon sciurus,GUADELOUPE,M,5/29/22,414.5,27,30
Haemulon sciurus,GUADELOUPE,F,5/29/22,329.4,25,27.5
Haemulon sciurus,GUADELOUPE,F,5/29/22,362.7,25.5,28.5
Haemulon sciurus,GUADELOUPE,M,5/29/22,335.4,25.5,28
Haemulon sciurus,GUADELOUPE,F,5/29/22,385.3,27,30
Haemulon sciurus,GUADELOUPE,M,5/29/22,603.4,29.5,33
Haemulon sciurus,GUADELOUPE,F,5/29/22,517,28,31
Haemulon sciurus,GUADELOUPE,F,5/29/22,705,30.5,34
Haemulon sciurus,GUADELOUPE,F,5/29/22,513.4,28,31
Haemulon sciurus,GUADELOUPE,F,5/29/22,547.1,28.5,31.5
Haemulon sciurus,GUADELOUPE,F,5/29/22,539.9,29,32.5
Haemulon sciurus,GUADELOUPE,M,5/29/22,559.7,29.5,33
Haemulon sciurus,GUADELOUPE,M,9/20/22,545.4,29.5,32.5
Haemulon sciurus,GUADELOUPE,M,9/20/22,605.6,29.5,33
Haemulon sciurus,GUADELOUPE,M,9/20/22,492.2,28,31.5
Haemulon sciurus,GUADELOUPE,F,9/20/22,366.3,26,28.5
Haemulon sciurus,GUADELOUPE,F,9/21/22,187.2,20.5,23
Haemulon sciurus,GUADELOUPE,F,9/21/22,421.1,29,32
Haemulon sciurus,GUADELOUPE,F,9/21/22,590.3,30.5,33.5
Haemulon sciurus,GUADELOUPE,F,9/21/22,532.6,29,32
Haemulon sciurus,GUADELOUPE,F,9/29/22,302.8,24,27
Haemulon sciurus,GUADELOUPE,F,9/29/22,541.2,27.5,35
Haemulon sciurus,GUADELOUPE,F,9/29/22,413.6,27,30
Haemulon sciurus,GUADELOUPE,M,9/29/22,384.6,26.5,29.5
Haemulon sciurus,GUADELOUPE,F,9/29/22,251.9,20,23.5
Haemulon sciurus,GUADELOUPE,F,9/29/22,386.3,26.5,29.5
Haemulon sciurus,GUADELOUPE,F,9/29/22,421.9,27,29.5
Haemulon sciurus,GUADELOUPE,M,9/29/22,415.4,28,30.5
Haemulon sciurus,GUADELOUPE,F,9/29/22,376.4,26.5,29.5
Haemulon sciurus,GUADELOUPE,M,9/29/22,162.8,20,22
Haemulon sciurus,MARTINIQUE,F,10/21/21,405.6,27,30
Haemulon sciurus,MARTINIQUE,F,10/21/21,355.2,25.5,28.5
Haemulon sciurus,MARTINIQUE,F,10/21/21,405.9,27.5,30.5
Haemulon sciurus,MARTINIQUE,F,12/7/21,589.9,27.5,31.5
Haemulon sciurus,MARTINIQUE,M,12/7/21,341.2,24,26
Haemulon sciurus,MARTINIQUE,I,12/7/21,298.5,23.5,26.5
Haemulon sciurus,MARTINIQUE,F,4/26/22,498,29,32
Haemulon sciurus,MARTINIQUE,M,4/26/22,337,25,28
Haemulon sciurus,MARTINIQUE,F,4/26/22,418,27,30
Haemulon sciurus,MARTINIQUE,F,4/26/22,450,27.5,30
Haemulon sciurus,MARTINIQUE,F,4/26/22,188,21,23
Haemulon sciurus,MARTINIQUE,F,4/26/22,375,26,28.5
Haemulon sciurus,MARTINIQUE,M,4/26/22,410,26.5,29
Haemulon sciurus,MARTINIQUE,M,4/26/22,387,26,29
Haemulon sciurus,MARTINIQUE,M,4/26/22,474,28,31
Haemulon sciurus,MARTINIQUE,M,4/26/22,283,24,26
Haemulon sciurus,MARTINIQUE,M,4/28/22,322,25.5,28
Haemulon sciurus,MARTINIQUE,F,4/28/22,298,24,26.5
Haemulon sciurus,MARTINIQUE,M,4/28/22,514,29,32
Haemulon sciurus,MARTINIQUE,F,5/3/22,330,24.5,27
Haemulon sciurus,MARTINIQUE,M,5/3/22,280,24.5,27.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,376,25.5,28.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,448,27,30
Haemulon sciurus,MARTINIQUE,I,5/4/22,247,23,25.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,249,22.5,25
Haemulon sciurus,MARTINIQUE,F,5/4/22,231,22.5,25
Haemulon sciurus,MARTINIQUE,I,5/4/22,246,22,25
Haemulon sciurus,MARTINIQUE,F,5/4/22,251,22.5,25
Haemulon sciurus,MARTINIQUE,F,5/4/22,284,23.5,26
Haemulon sciurus,MARTINIQUE,F,5/4/22,237,22,25
Haemulon sciurus,MARTINIQUE,M,5/4/22,320,25,27.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,252,23,25.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,276,23.5,26
Haemulon sciurus,MARTINIQUE,F,5/4/22,489,27.5,30.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,250,22.5,25.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,285,24,26.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,150,19.5,21.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,314,24,26.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,261,23.5,26
Haemulon sciurus,MARTINIQUE,F,5/4/22,173,20,22
Haemulon sciurus,MARTINIQUE,F,5/4/22,120,17.5,20
Haemulon sciurus,MARTINIQUE,F,5/4/22,266,23,25.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,226,22,24.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,286,23,26
Haemulon sciurus,MARTINIQUE,F,5/4/22,270,24,26
Haemulon sciurus,MARTINIQUE,F,5/4/22,245,22.5,25
Haemulon sciurus,MARTINIQUE,M,5/4/22,270,24,27
Haemulon sciurus,MARTINIQUE,F,5/4/22,242,22,24.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,264,23,26
Haemulon sciurus,MARTINIQUE,F,5/4/22,264,23,25.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,242,22.5,24.5
Haemulon sciurus,MARTINIQUE,F,5/4/22,165,20,22
Haemulon sciurus,MARTINIQUE,M,5/4/22,155,19,21
Haemulon sciurus,MARTINIQUE,F,5/4/22,263,23,25
Haemulon sciurus,MARTINIQUE,I,5/4/22,176,21,23
Haemulon sciurus,MARTINIQUE,F,8/21/22,529,29.5,31.5
Haemulon sciurus,MARTINIQUE,F,8/21/22,344.5,25,28
Haemulon sciurus,MARTINIQUE,F,8/23/22,116,18.5,19.5
Haemulon sciurus,MARTINIQUE,M,8/25/22,358,26,29
Haemulon sciurus,MARTINIQUE,M,8/25/22,502,27,30
Haemulon striatum,MARTINIQUE,F,10/9/21,51.3,13.5,16
Haemulon striatum,MARTINIQUE,M,10/9/21,60.5,14,16.5
Haemulon striatum,MARTINIQUE,F,10/9/21,48,13.5,15.5
Haemulon striatum,MARTINIQUE,M,10/9/21,59.5,14.5,16.5
Haemulon striatum,MARTINIQUE,F,10/9/21,50.2,13.5,15.5
Haemulon striatum,MARTINIQUE,M,10/9/21,54.8,13.5,16.5
Haemulon striatum,MARTINIQUE,M,10/15/21,31,11.5,13.5
Haemulon striatum,MARTINIQUE,M,10/15/21,27,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,29,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,29,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,13
Haemulon striatum,MARTINIQUE,M,10/15/21,30,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,M,10/15/21,28,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,29,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,33,11.5,13.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,24,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,19,9.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,18,9.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,18,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,19,9.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,11,12
Haemulon striatum,MARTINIQUE,I,10/15/21,14,8.5,10.5
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,25,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,24,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,18,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,15,9,10.5
Haemulon striatum,MARTINIQUE,I,10/15/21,25,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,18,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,21,9.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9,10.5
Haemulon striatum,MARTINIQUE,I,10/15/21,28,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,24,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,17,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,17,9.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,18,9.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,24,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,F,10/15/21,26,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,9,8,9
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,24,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,24,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,29,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,29,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,12,9,10.5
Haemulon striatum,MARTINIQUE,I,10/15/21,9,8,9
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,24,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,18,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,28,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,23,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,24,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,24,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,27,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,28,11.5,13.5
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,28,11.5,13.5
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11
Haemulon striatum,MARTINIQUE,I,10/15/21,24,9.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10.5,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,12,9,10.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,25,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,30,12,13.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,13
Haemulon striatum,MARTINIQUE,I,10/15/21,26,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,11,8.5,10
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,13,8.5,10
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,24,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,12
Haemulon striatum,MARTINIQUE,I,10/15/21,24,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,21,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,13,9,10.5
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9,10.5
Haemulon striatum,MARTINIQUE,I,10/15/21,19,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,24,11,12
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,20,10,11.5
Haemulon striatum,MARTINIQUE,I,10/15/21,25,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,26,11,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12.5
Haemulon striatum,MARTINIQUE,I,10/15/21,28,11.5,13
Haemulon striatum,MARTINIQUE,I,10/15/21,17,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,16,9.5,11
Haemulon striatum,MARTINIQUE,I,10/15/21,23,10.5,12
Haemulon striatum,MARTINIQUE,I,10/15/21,22,10.5,12
