Species,Endo.vs..Ecto,Mass..kg.,Dive.duration..min.,Maximum.dive.duration..min.,Temperature,Remarks,Literature.source,selected,Treenames
Physeter macrocephalus Males,Endotherm,50000.000000000000000000,8,19,36.3,"temperature taken from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Mano, S. (1990) Analysis of diving behaviour of sperm whale, Physeter catodon. Bull. Jpn. Soc. Sci. Fish. 56: 179-187.",0,
Physeter macrocephalus Males,Endotherm,50000.000000000000000000,10,23,36.3,"temperature taken from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Mano, S. (1990) Analysis of diving behaviour of sperm whale, Physeter catodon. Bull. Jpn. Soc. Sci. Fish. 56: 179-187.",0,
Physeter macrocephalus Males,Endotherm,50000.000000000000000000,10,26,36.3,"temperature taken from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Mano, S. (1990) Analysis of diving behaviour of sperm whale, Physeter catodon. Bull. Jpn. Soc. Sci. Fish. 56: 179-187.",0,
Physeter macrocephalus Males,Endotherm,50000.000000000000000000,11.1,47,36.3,"temperature taken from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Mano, S. (1990) Analysis of diving behaviour of sperm whale, Physeter catodon. Bull. Jpn. Soc. Sci. Fish. 56: 179-187.",0,
Physeter macrocephalus Males,Endotherm,50000.000000000000000000,44.9,64.5,36.3,"temperature taken from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Watkins, W.A., M.A. Daher, N. A. DiMarzio, A. Samuels, D. Wartzok, K.M. Fristrup, P.W. Howey & R.R. Maiefski (2002)Sperm whale dives tracked by radio tag telemetry. Mar. Mammal Sci. 18: 55-68.",0,
Physeter macrocephalus Males,Endotherm,50000.000000000000000000,43.8,65.3,36.3,"temperature taken from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Watkins, W.A., M.A. Daher, N. A. DiMarzio, A. Samuels, D. Wartzok, K.M. Fristrup, P.W. Howey & R.R. Maiefski (2002)Sperm whale dives tracked by radio tag telemetry. Mar. Mammal Sci. 18: 55-68.",0,
Platanista gangetica,Endotherm,77.500000000000000000,0.605,1,36.12142857, temperature taken to be similar to the mean body temperature of Odontoceti,"Pilleri, G. (1970) Observations on the Behaviour of Platanista gangetica in the Indus and Brahmaputra Rivers. Invest Cetacea 2: 27-60.",0,
Platanista gangetica,Endotherm,,2,7.75,36.12142857,Mean for the odontoceti,"Sinha R. K. ; Sinha, S.K. ; Sharma G. ; Kedia, D. K. 2010 Surfacing and diving behaviour of free-ranging Ganges river dolphin, Platanista gangetica gangetica. Current science 98:230-236",0,
Platanista gangetica,Endotherm,77.500000000000000000,1.042,NA,36.12142857, temperature taken to be similar to the mean body temperature of Odontoceti,"Halsey, L.G., P.J. Butler & T.M. Blackburn (2006) A phylogenetic analysis of the allometry of diving. Am. Nat. 167: 276-287.",0,
Podiceps auritus,Endotherm,0.400000000000000000,0.325,0.417,40.5,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Ladhams, D. (1968) Diving times of grebes. British Birds 61: 27-30.",0,
Podiceps auritus,Endotherm,0.400000000000000000,0.321,0.43,40.5,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Heintzelman, D.S. & C.J. Newberry (1964) Some Waterfowl Diving Times. The Wilson Bulletin 76: 291-291.",0,
Podiceps auritus,Endotherm,0.400000000000000000,0.2917,0.5,40.5,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Ladhams, D. (1968) Diving times of grebes. British Birds 61: 27-30.",0,
Podiceps cristatus,Endotherm,1.000000000000000000,0.333,0.417,40.5,temperature taken to be similar to that for Podiceps auritus,"Edgar, A. (1962) A note on the diving of the two New Zealand grebes. Notornis 10: 42.",0,
Podiceps cristatus,Endotherm,1.000000000000000000,0.373,0.65,40.5,temperature taken to be similar to that for Podiceps auritus,"Hancock, C. & P. Bacon (1968) Diving times of Red-necked Grebe. British Birds 63: 299-300.",0,
Podiceps cristatus,Endotherm,1.000000000000000000,0.3,0.75,40.5,temperature taken to be similar to that for Podiceps auritus,"Ladhams, D. (1968) Diving times of grebes. British Birds 61: 27-30.",0,
Podiceps cristatus,Endotherm,1.000000000000000000,0.295,NA,40.5,temperature taken to be similar to that for Podiceps auritus,"Ulenaers, P., J. van Vessem & A.A. Dhondt (1992) For aging of the Great Crested Grebe in relation to food supply. J. Anim. Ecol. 61: 659-667.",0,
Podiceps grisegena,Endotherm,1.100000000000000000,0.413,0.567,40.5,temperature taken to be similar to that for Podiceps auritus,"Simmons, K. (1969) Duration of dives in the Red-necked Grebe. British Birds 64: 300-302.",0,
Podiceps grisegena,Endotherm,1.100000000000000000,0.417,0.682,40.5,temperature taken to be similar to that for Podiceps auritus,"Hancock, C. & P. Bacon (1968) Diving times of Red-necked Grebe. British Birds 63: 299-300.",0,
Podiceps grisegena,Endotherm,1.100000000000000000,0.388,NA,40.5,temperature taken to be similar to that for Podiceps auritus,"Kloskowski, J. (2004) Food provisioning in red-necked grebes (Podiceps grisegena) at common carp (Cyprinus carpio) ponds. Hydrobiologia 525: 131-138.",0,
Podiceps grisegena,Endotherm,1.100000000000000000,0.353,NA,40.5,temperature taken to be similar to that for Podiceps auritus,"Kloskowski, J. (2004) Food provisioning in red-necked grebes (Podiceps grisegena) at common carp (Cyprinus carpio) ponds. Hydrobiologia 525: 131-138.",0,
Podiceps grisegena,Endotherm,1.100000000000000000,0.373,NA,40.5,temperature taken to be similar to that for Podiceps auritus,"Kloskowski, J. (2004) Food provisioning in red-necked grebes (Podiceps grisegena) at common carp (Cyprinus carpio) ponds. Hydrobiologia 525: 131-138.",0,
Podiceps major,Endotherm,,0.3285,NA,40.5,approximated from the mean value for the Podiceps auritus,"Gomez, A., Pereira, J., and Bugoni, L. (2009). Age-specific diving and foraging behavior of the Great Grebe (Podicephorus major). Waterbirds 32, 149ñ156.",0,
Podilymbus (Podiceps) nigricollis,Endotherm,0.300000000000000000,0.388,NA,40.5,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Halsey, L.G., P.J. Butler & T.M. Blackburn (2006) A phylogenetic analysis of the allometry of diving. Am. Nat. 167: 276-287.",0,
Podilymbus (Podiceps) podiceps,Endotherm,0.400000000000000000,0.1263,0.25,39.3,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Bleich, V.C. (1975) Diving Times and Distances in the Pied-billed Grebe. The Wilson Bulletin 87: 278-280.",0,
Podilymbus (Podiceps) podiceps,Endotherm,0.400000000000000000,0.2117,0.2767,39.3,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Heintzelman, D.S. & C.J. Newberry (1964) Some Waterfowl Diving Times. The Wilson Bulletin 76: 291-291.",0,
Podilymbus (Podiceps) podiceps,Endotherm,0.400000000000000000,0.2167,0.417,39.3,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Ladhams, D. (1968) Diving times of grebes. British Birds 61: 27-30.",0,
Podilymbus (Podiceps) podiceps,Endotherm,0.400000000000000000,0.371,0.54,39.3,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Jenni, D.A. & R.D. Gambs (1974) Diving Times of Grebes and Masked Ducks. The Auk 91: 415-417.",0,
Podilymbus (Podiceps) ruficollis,Endotherm,0.200000000000000000,0.1833,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"Halsey, L.G., P.J. Butler & T.M. Blackburn (2006) A phylogenetic analysis of the allometry of diving. Am. Nat. 167: 276-287.",0,
Podilymbus gigas,Endotherm,0.830000000000000000,0.582,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"La Bastille, A. (1974) Ecology and Management of the Atitl†n Grebe, Lake Atitl†n, Guatemala. Wildlife Monogr. 37: 3-66.",0,
Podilymbus gigas,Endotherm,0.830000000000000000,0.33,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"La Bastille, A. (1974) Ecology and Management of the Atitl†n Grebe, Lake Atitl†n, Guatemala. Wildlife Monogr. 37: 3-66.",0,
Podilymbus gigas,Endotherm,0.830000000000000000,0.08,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"La Bastille, A. (1974) Ecology and Management of the Atitl†n Grebe, Lake Atitl†n, Guatemala. Wildlife Monogr. 37: 3-66.",0,
Podilymbus gigas,Endotherm,0.830000000000000000,0.397,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"La Bastille, A. (1974) Ecology and Management of the Atitl†n Grebe, Lake Atitl†n, Guatemala. Wildlife Monogr. 37: 3-66.",0,
Podilymbus gigas,Endotherm,0.830000000000000000,0.328,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"La Bastille, A. (1974) Ecology and Management of the Atitl†n Grebe, Lake Atitl†n, Guatemala. Wildlife Monogr. 37: 3-66.",0,
Podilymbus gigas,Endotherm,0.568200000000000000,0.452,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"La Bastille, A. (1974) Ecology and Management of the Atitl†n Grebe, Lake Atitl†n, Guatemala. Wildlife Monogr. 37: 3-66.",0,
Podilymbus gigas,Endotherm,0.568200000000000000,0.405,NA,39.9,temperature taken to be similar to that for the genus Podilymbus,"La Bastille, A. (1974) Ecology and Management of the Atitl†n Grebe, Lake Atitl†n, Guatemala. Wildlife Monogr. 37: 3-66.",0,
Poliocephalus poliocephalus,Endotherm,0.250000000000000000,0.25,NA,39.55, temperature taken to be similar to the mean body temperature of Podicipedidae,"Best, H. (1976) First sighting of the Hoary-Headed Grebe (Podiceps poliocephalus) in New Zealand. Notornis 23: 182-183.",0,
Ptychorhamphus aleuticus,Endotherm,0.194000000000000000,0.1667,NA,40.2, temperature taken to be similar to the mean body temperature of Alcidae,"Cody, M.L. (1973) Coexistence, Coevoluation and Convergent Evolution in Seabird Communities. Ecology. 54: 31-44.",0,
Puffinus griseus,Endotherm,0.800000000000000000,0.1267,NA,40.9,temperature taken to be similar to that for the genus Puffinus,"Duffy, D.C. (1983) The Foraging Ecology of Peruvian Seabirds. The Auk 100: 800-810.",0,
Pygoscelis adeliae,Endotherm,4.500000000000000000,1.035,1.55,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Watanuki, Y., A. Kato, Y. Naito, G. Robertson & S. Robinson (1997) Diving and foraging behaviour of Ade{ lie penguins in areas with and without fast sea-ice. Polar Biol. 17: 296-304.",0,
Pygoscelis adeliae,Endotherm,4.266000000000000000,1.233,1.673,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Watanuki,Y., Y. Miyamoto & A. Kato (1999) Dive Bouts and Feeding Sites of AdÇlie Penguins Rearing Chicks in an Area with Fast Sea-Ice. Waterbirds 22: 120-129.",0,
Pygoscelis adeliae,Endotherm,4.520000000000000000,1.5,1.7,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Watanuki, Y., A. Kato, Y. Mori & Y. Naito (1993) Diving Performance of AdÇlie Penguins in Relation to Food Availability in Fast Sea-Ice Areas: Comparison between Years. J. Anim. Ecol. 62: 634-646.",0,
Pygoscelis adeliae,Endotherm,4.550000000000000000,1.9,2.3,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Watanuki, Y., A. Kato, Y. Mori & Y. Naito (1993) Diving Performance of AdÇlie Penguins in Relation to Food Availability in Fast Sea-Ice Areas: Comparison between Years. J. Anim. Ecol. 62: 634-646.",0,
Pygoscelis adeliae,Endotherm,4.000000000000000000,1.22,2.667,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Chappell, M.A., V.H.  Shoemaker, D.N. Janes, T.L. Bucher & S.K. Maloney (1993) Diving Behavior During Foraging in Breeding Adelie Penguins. Ecology  74: 1204-1215.",0,
Pygoscelis adeliae,Endotherm,4.500000000000000000,1.915,3.033,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Davis, L.S., G.D. Ward & R.M.F.S.  Sadleir (1988) Foraging by AdÇlie Penguins during the incubation period. Notornis 35: 15-26.",0,
Pygoscelis adeliae,Endotherm,4.600000000000000000,1.345,3.433,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Sato, K., Y. Naito, A. Kato, Y. Niizuma, Y. Watanuki, J.B. Charrassin, C.-A. Bost, Y. Handrich & Y. Le Maho (2002) Buoyancy and maximal diving depth in penguins: do they control inhaling air volume? J. Exp. Biol. 205: 1189-1197.",0,
Pygoscelis adeliae,Endotherm,4.500000000000000000,1.7,4,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Naito, Y., T. Asaga & Y. Ohyama (1990) Diving Behavior of AdÇlie Penguins Determined by Time-Depth Recorder. The Condor 92: 582-586.",0,
Pygoscelis adeliae,Endotherm,4.000000000000000000,1.417,NA,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Culik, B.M. & R.P. Wilson (1994) Underwater swimming at low energetic cost by pygoscelid penguins. J. Exp. Biol. 197: 65-78.",0,
Pygoscelis adeliae,Endotherm,4.500000000000000000,1.608,NA,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kato, A., Y. Watanuki & Y. Naito (2003) Annual and seasonal changes in foraging site and diving behavior in AdÇlie penguins. Polar Biol. 26: 389-395.",0,
Pygoscelis adeliae,Endotherm,4.500000000000000000,0.795,NA,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kato, A., Y. Watanuki & Y. Naito (2003) Annual and seasonal changes in foraging site and diving behavior in AdÇlie penguins. Polar Biol. 26: 389-395.",0,
Pygoscelis adeliae,Endotherm,4.190000000000000000,0.758,NA,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kato, A., A. Yoshioka & K. Sato (2009) Foraging behavior of AdÇlie penguins during incubation period in LÅtzow-Holm Bay. Polar Biol. 32: 181-186.",0,
Pygoscelis adeliae,Endotherm,4.040000000000000000,0.515,NA,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Kato, A., A. Yoshioka & K. Sato (2009) Foraging behavior of AdÇlie penguins during incubation period in LÅtzow-Holm Bay. Polar Biol. 32: 181-186.",0,
Pygoscelis adeliae,Endotherm,4.500000000000000000,1.708,NA,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Rodary, D., B.C. Wienecke & C.A. Bost (2000) Diving behaviour of Ade∂ lie penguins (Pygoscelis adeliae) at Dumont D'Urville, Antarctica: nocturnal patterns of diving and rapid adaptations to changes in sea-ice condition. Polar Biol. 23: 113-120.",0,
Pygoscelis adeliae,Endotherm,4.500000000000000000,1.433,NA,38,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Rodary, D., B.C. Wienecke & C.A. Bost (2000) Diving behaviour of Ade∂ lie penguins (Pygoscelis adeliae) at Dumont D'Urville, Antarctica: nocturnal patterns of diving and rapid adaptations to changes in sea-ice condition. Polar Biol. 23: 113-120.",0,
Pygoscelis antartica,Endotherm,3.600000000000000000,1.61,2.6,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Mori , Y. (1997) Dive Bout Organization in the Chinstrap Penguin at Seal Island, Antarctica. J. Ethol. 15: 9-15.",0,
Pygoscelis antartica,Endotherm,3.100000000000000000,1.56,2.9,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Mori , Y. (1997) Dive Bout Organization in the Chinstrap Penguin at Seal Island, Antarctica. J. Ethol. 15: 9-15.",0,
Pygoscelis antartica,Endotherm,3.800000000000000000,1.2,3,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Bengston J.L., D.A. Croll & M.E. Goebel (1993) Diving behaviour of chinstrap penguins at Seal Island. Antarctic Science 5: 9-15.",0,
Pygoscelis antartica,Endotherm,3.800000000000000000,1.3,NA,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Culik, B.M. & R.P. Wilson (1994) Underwater swimming at low energetic cost by pygoscelid penguins. J. Exp. Biol. 197: 65-78.",0,
Pygoscelis antartica,Endotherm,4.000000000000000000,1.517,NA,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Trivelpiece, W.Z., J.L. Bengston, S.G. Trivelpiece & N.J. Volkman (1986) Foraging Behavior of Gentoo and Chinstrap Penguins as Determined by New Radiotelemetry Techniques. The Auk 103:  777-781.",0,
Pygoscelis papua,Endotherm,5.300000000000000000,2.133,3.15,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Trivelpiece, W.Z., J.L. Bengston, S.G. Trivelpiece & N.J. Volkman (1986) Foraging Behavior of Gentoo and Chinstrap Penguins as Determined by New Radiotelemetry Techniques. The Auk 103:  777-781.",0,
Pygoscelis papua,Endotherm,5.500000000000000000,3.383,5.5,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Bost, C.A., K. PÅtz & J. Lage (1994) Maximum diving depth and diving patterns of the gentoo penguin Pygoscelis papua at the Crozet Islands. Mar. Ornithol. 22: 237?244.",0,
Pygoscelis papua,Endotherm,5.500000000000000000,1.433,NA,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Culik, B.M. & R.P. Wilson (1994) Underwater swimming at low energetic cost by pygoscelid penguins. J. Exp. Biol. 197: 65-78.",0,
Pygoscelis papua,Endotherm,5.500000000000000000,2.4,NA,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Williams, T.D., A. Kato, J.P. Croxall, Y. Naito, D.R. Briggs, S. Rodwell & T.R. Barton (1992) Diving pattern and performance in nonbreeding Gentoo Penguins (Pygoscelis papua) during winter. Auk 109: 223-234.",0,
Pygoscelis papua,Endotherm,5.500000000000000000,2.8,NA,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Williams, T.D., A. Kato, J.P. Croxall, Y. Naito, D.R. Briggs, S. Rodwell & T.R. Barton (1992) Diving pattern and performance in nonbreeding Gentoo Penguins (Pygoscelis papua) during winter. Auk 109: 223-234.",0,
Pygoscelis papua,Endotherm,5.500000000000000000,3,NA,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Williams, T.D., D.R. Briggs, J.P. Croxall, Y. Naito & A. Kato (1992) Diving pattern and performance in relation to foraging ecology in the Gentoo Penguin, Pygoscelis papua. J. Zool. (Lond.) 227: 211-230.",0,
Pygoscelis papua,Endotherm,5.500000000000000000,3.1,NA,38,temperature taken to be similar to that for  Pygoscelis adeliae,"Williams, T.D., D.R. Briggs, J.P. Croxall, Y. Naito & A. Kato (1992) Diving pattern and performance in relation to foraging ecology in the Gentoo Penguin, Pygoscelis papua. J. Zool. (Lond.) 227: 211-230.",0,
Rheodytes leukops,Ectotherm,1.325000000000000000,7,10,30,data on mean or mean max dive times measured under anoxia (so the data are not confounded with aquatic respiration),"Priest, T. & C.E. Franklin (2002) Effect of water temperature and oxygen levels on the diving behaviour of two freshwater turtles: Rheodytes leukops and Emydura macquarii. J. Herpetol. 36: 555-561.",0,
Rheodytes leukops,Ectotherm,1.325000000000000000,16,37,23,data on mean or mean max dive times measured under anoxia (so the data are not confounded with aquatic respiration),"Priest, T. & C.E. Franklin (2002) Effect of water temperature and oxygen levels on the diving behaviour of two freshwater turtles: Rheodytes leukops and Emydura macquarii. J. Herpetol. 36: 555-561.",0,
Rheodytes leukops,Ectotherm,1.340000000000000000,23.6,3441.6,27.3,"Summer; data were in a natural setting, so we cannot exclude aquatic respiration","Gordos, M.A., C.E. Franklin & C.J. Limpus (2003) Seasonal changes in the diving performance of the bimodally respiring freshwater turtle Rheodytes leukops in a natural setting. Can. J. Zool. 81: 617-625.",0,
Rheodytes leukops,Ectotherm,1.340000000000000000,10512,30240,16.5,"Winter; data were in a natural setting, so we cannot exclude aquatic respiration","Gordos, M.A., C.E. Franklin & C.J. Limpus (2003) Seasonal changes in the diving performance of the bimodally respiring freshwater turtle Rheodytes leukops in a natural setting. Can. J. Zool. 81: 617-625.",0,
Rheodytes leukops,Ectotherm,1.460000000000000000,33.5,NA,25.5,"data were in a natural setting, so we cannot exclude aquatic respiration","Gordos M, and Franklin CE. 2002. Diving behaviour of two Australian bimodally respiring turtles, Rheodytes leukops and Emydura macquarii, in a natural setting. Journal of Zoology 258:335-342. 10.1017/s0952836902001474",0,
Somateria mollissima,Endotherm,2.100000000000000000,0.773,0.85,40.87,"temperature value from: Sonne, C., Andersen, S., Mosbech, A., Flagstad, A., & Merkel, F. (2011). Monitoring Temperature and Heart Rate during Surgical Field Implantation of PTT-100 Satellite Transmitters in Greenland Sea Birds. Veterinary medicine international, 2011.","Nilsson, L. (1972) Habitat Selection, Food Choice, and Feeding Habits of Diving Ducks in Coastal Waters of SouthSweden during the Non-Breeding Season. Ornis Scandinavica 3: 55-78.",0,
Somateria spectabilis,Endotherm,1.800000000000000000,NA,1.35,40.87,temperature taken to be similar to that for Somateria mollissima,"Halsey, L.G., P.J. Butler & T.M. Blackburn (2006) A phylogenetic analysis of the allometry of diving. Am. Nat. 167: 276-287.",0,
Spheniscus demersus,Endotherm,3.000000000000000000,NA,1.567,39.8,"temperature value from: Wilson, R. P., & GrÇmillet, D. A. V. I. D. (1996). Body temperatures of free-living African penguins (Spheniscus demersus) and bank cormorants (Phalacrocorax neglectus). Journal of Experimental Biology, 199(10), 2215-2223. ","Ryan, P.G., S. Petersen, A. Simeone & D. GrÇmillet (2007) Diving behaviour of African penguins: do they differ from other Spheniscus penguins? Afr. J. Mar. Sci. 29: 153-160.",0,
Spheniscus demersus,Endotherm,3.000000000000000000,0.868,2.317,39.8,"temperature value from: Wilson, R. P., & GrÇmillet, D. A. V. I. D. (1996). Body temperatures of free-living African penguins (Spheniscus demersus) and bank cormorants (Phalacrocorax neglectus). Journal of Experimental Biology, 199(10), 2215-2223. ","Peterson, S.L., P.G. Ryan & D. Gremillet (2006) Is food availability limiting African Penguins Spheniscus demersus at Boulders? A comparison of foraging effort at mainland and island colonies. Ibis 148: 14-26.",0,
Spheniscus demersus,Endotherm,3.000000000000000000,0.862,2.317,39.8,"temperature value from: Wilson, R. P., & GrÇmillet, D. A. V. I. D. (1996). Body temperatures of free-living African penguins (Spheniscus demersus) and bank cormorants (Phalacrocorax neglectus). Journal of Experimental Biology, 199(10), 2215-2223. ","Ryan, P.G., S. Petersen, A. Simeone & D. GrÇmillet (2007) Diving behaviour of African penguins: do they differ from other Spheniscus penguins? Afr. J. Mar. Sci. 29: 153-160.",0,
Spheniscus demersus,Endotherm,3.000000000000000000,0.845,2.367,39.8,"temperature value from: Wilson, R. P., & GrÇmillet, D. A. V. I. D. (1996). Body temperatures of free-living African penguins (Spheniscus demersus) and bank cormorants (Phalacrocorax neglectus). Journal of Experimental Biology, 199(10), 2215-2223. ","Ryan, P.G., S. Petersen, A. Simeone & D. GrÇmillet (2007) Diving behaviour of African penguins: do they differ from other Spheniscus penguins? Afr. J. Mar. Sci. 29: 153-160.",0,
Spheniscus demersus,Endotherm,3.000000000000000000,0.372,NA,39.8,"temperature value from: Wilson, R. P., & GrÇmillet, D. A. V. I. D. (1996). Body temperatures of free-living African penguins (Spheniscus demersus) and bank cormorants (Phalacrocorax neglectus). Journal of Experimental Biology, 199(10), 2215-2223. ","Wilson, R.P. (1985) The Jackass Penguin (Spheniscus demersus) as a pelagic predator. Mar. Ecol. Prog. Ser. 25: 219-227.",0,
Spheniscus demersus,Endotherm,3.000000000000000000,2.433,NA,39.8,"temperature value from: Wilson, R. P., & GrÇmillet, D. A. V. I. D. (1996). Body temperatures of free-living African penguins (Spheniscus demersus) and bank cormorants (Phalacrocorax neglectus). Journal of Experimental Biology, 199(10), 2215-2223. ","Wilson, R.P. (1985) The Jackass Penguin (Spheniscus demersus) as a pelagic predator. Mar. Ecol. Prog. Ser. 25: 219-227.",0,
Spheniscus demersus,Endotherm,3.000000000000000000,0.328,NA,39.8,"temperature value from: Wilson, R. P., & GrÇmillet, D. A. V. I. D. (1996). Body temperatures of free-living African penguins (Spheniscus demersus) and bank cormorants (Phalacrocorax neglectus). Journal of Experimental Biology, 199(10), 2215-2223. ","Wilson, R.P., M.P. Wilson & M. McQuaid (1986) Group Size in Foraging African Penguins (Spheniscus demersus). Ethology 72: 338-341. ",0,
Spheniscus humboldti,Endotherm,4.199000000000000000,1.25,NA,39.8,temperature taken to be similar to that for Spheniscus demersus,"Duffy, D.C. (1983) The Foraging Ecology of Peruvian Seabirds. The Auk 100: 800-810.",0,
Spheniscus humboldti,Endotherm,4.199000000000000000,0.675,NA,39.8,temperature taken to be similar to that for Spheniscus demersus,"Taylor, S.S., M.L. Leonard, D.J. Boness & P. Majluf (2004) Humboldt Penguins Spheniscus humboldti change their foraging behaviour following breeding failure. Marine Ornithology 32: 63-67.",0,
Spheniscus humboldti,Endotherm,4.199000000000000000,0.77,NA,39.8,temperature taken to be similar to that for Spheniscus demersus,"Taylor, S.S., M.L. Leonard, D.J. Boness & P. Majluf (2004) Humboldt Penguins Spheniscus humboldti change their foraging behaviour following breeding failure. Marine Ornithology 32: 63-67.",0,
Spheniscus humboldti,Endotherm,4.199000000000000000,0.437,NA,39.8,temperature taken to be similar to that for Spheniscus demersus,"Wilson, R.P., M-P Wilson, D.C. Duffy, B.A. M & N. Klages (1989) Diving behaviour and prey of the Humboldt penguin (Spheniscus humboldti). J. Ornithol. 130: 75-79.",0,
Spheniscus humboldti,Endotherm,4.199000000000000000,0.2217,NA,39.8,temperature taken to be similar to that for Spheniscus demersus,"Wilson, R.P., M-P Wilson, D.C. Duffy, B.A. M & N. Klages (1989) Diving behaviour and prey of the Humboldt penguin (Spheniscus humboldti). J. Ornithol. 130: 75-79.",0,
Spheniscus magellanicus,Endotherm,5.000000000000000000,0.362,0.433,39.8,temperature taken to be similar to that for Spheniscus demersus,"Wilson, R.P. (1996) Foraging And Feeding Behaviour Of A Fledgling Magellanic Penguin Spheniscus Magellanicus. Marine Ornithology 24: 55-56.",0,
Spheniscus magellanicus,Endotherm,5.000000000000000000,1.072,2.667,39.8,temperature taken to be similar to that for Spheniscus demersus,"Radl, A. & B.M. Culik (1999) Foraging behaviour and reproductive success in Magellanic penguins (Spheniscus magellanicus): a comparative study of two colonies in southern Chile. Mar. Biol. 133: 381-393.",0,
Spheniscus magellanicus,Endotherm,5.000000000000000000,0.963,2.667,39.8,temperature taken to be similar to that for Spheniscus demersus,"Radl, A. & B.M. Culik (1999) Foraging behaviour and reproductive success in Magellanic penguins (Spheniscus magellanicus): a comparative study of two colonies in southern Chile. Mar. Biol. 133: 381-393.",0,
