row_num,species_strain,valid_name,class_order,orig_units,MIN,qou,qWkg,TC,q25Wkg,Mpg_pg,source,culture_age,comments,mass_g
204,Shigella flexneri 3 (1013),Shigella flex-,Gammaproteobacteria: μl “Enterobacteriales” N)−1,O (0.4 mg 2 hr−1,MIN,25,10,37,4.35,,Erlandson & Ruhl 1956,Bacteria grown for hr at 37 C; washed; stored in a refrigerator (can be stored for days with no loss activity); cells older than 4 days were used in the analysis; respiration measured for 2 h,18 Human dysentery agent 5 of not,
205,Sphaerotilus natans (12),Sphaerotilus,Betaproteobacteria: μl Burkholderiales DM)−1,O (mg 2 hr−1,MIN,27,45,28,36.55,6.5,"Stokes 1954 [1.2- 1.8×3-5 μm; sheathed filaments in young cultures, liberated flagel- lated cells in old cultures]","Cells grown for 16 at 28 C on a shaker; washed suspensions were aerated for 3-5 to reduce endogenous respiration, which characterized “rather high” perhaps “due to the large amount of fatty mate- rial stored in the cells”",hr Originally isolated from contaminated flowing water hr Aeration for more than 5 hr “tended to destroy the oxidizing capacity of the is cells” as,6.5e-12
206,Sporosarcina ureae,Sporosarcina,“Bacilli”: Bacillales μl DM)−1,O (mg 2 hr−1,MIN,7,12,30,8.49,3.8,"Jurtshuk & McQuitty 1976 [BM9, genus, rods, 1-2×2-3 μm]",Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration),the,3.8e-12
207,Staphylococcus aureus,Staphylococcus,“Bacilli”: Bacillales 7 DM)−1,μl O (mg 2 hr−1,MIN,9.3- 15.7,16,37,7,0.04- 0.17 0.27,"Ramsey 1962 [Watson et al. 1998, diam 0.41 μm for long- starved cells, 0.69 μm for exponen- tial phase cells] [[Montesinos et al. 1983, Coulter counter]]","Cells grown for 24, 48 and 72 hr agar respired at 14.8, 12.0, 10.0 and 0 μl DM)−1 hr−1, (mg spectively, at 37 depending on growth medium, dogenous respiration ranged from 9.3 DM)−1 15.7 μl O (mg 2 hr−1 = 16-26 W/kg","12, on O 2 re- C; the en- to",
208,Staphylococcus aureus (FDA 209P),Staphylococcus,“Bacilli”: Bacillales μl DM)−1,O (14 mg 2 hr)−1 (4,,44,1.3,30,0.92,0.04- 0.17 0.27,"Huber & Schuhardt 1970 [Watson et al. 1998, diam 0.41 μm for long- starved cells, 0.69 μm for exponen- tial phase cells] [[Montesinos et al. 1983, Coulter counter]]",Cells grown for 18 hr at 37 C with shake aeration; respiration measured for 4 hr.,,
209,Staphylococcus aureus,Staphylococcus,“Bacilli”: Bacillales μl mg,O (0.1-0.15 2 hr−1 N),,2,2.2,37,0.96,0.04- 0.17 0.27,"Yotis & Ekstedt 1959 [Watson et al. 1998, diam 0.41 μm for long- starved cells, 0.69 μm for exponen- tial phase cells] [[Montesinos et al. 1983, Coulter counter]]",Cells incubated for 16 hr at 37 C; respiration measured for 6 hr; it decreases with time Yotis 1963: respiration of washed cells meas- ured for 60 min at 37 C was 14 to 20 μl O DM)−1 hr−1= (mg 23 W/kg,"Respiration decreases with starvation hr−1 time from 21 μl O (0.1-0.15 mg N) 2 in the first hour, 11.5 (second hour), 6.5 (third, fourth hour), 2 (fifth, sixht hour), min. rate = 2.2 W/kg 2",
210,Staphylococcus aureus (MF-31),Staphylococcus,“Bacilli”: Bacillales μl DM)−1,O (6.02 mg 2 hr−1,,9.73,2.7,37,1.18,0.04- 0.17 0.27,"Bluhm & Ordal 1969 [Watson et al. 1998, diam 0.41 μm for long- starved cells, 0.69 μm for exponen- tial phase cells] [[Montesinos et al. 1983, Coulter counter]]",Cells grown for 10 hr at 37 C; respiration of heat injured cells is three times lower,,
211,Staphylococcus aureus (31-r),Staphylococcus,“Bacilli”: Bacillales μmol DM)−1,O (mg 2 hr−1,,0.19,7,37,3.05,0.04- 0.17 0.27,"Krzemiński et al. 1972 [Watson et al. 1998, diam 0.41 μm for long- starved cells, 0.69 μm for exponen- tial phase cells] [[Montesinos et al. 1983, Coulter counter]]","Cells harvested after 20 hr growth at 37 and starved for 3 respiration decreases from 0.68 to 0.43 0.19 μmol O (mg 2 DM)−1 h−1 for the 1st, 2nd and 3rd hrs at C, respectively.",Respiration decreases with starvation C time; it also depends on growth phase: hr; maximum at approx. 10 hr and then decreases towards the stationary phase to 37,
212,Staphylococcus (albus) aureus,Staphylococcus,“Bacilli”: Bacillales μl DM)−1,O (mg 2 hr−1,,3,5,30,3.54,0.04- 0.17 0.27,"Jurtshuk & McQuitty 1976 [Watson et al. 1998, diam 0.41 μm for long- starved cells, 0.69 μm for exponen- tial phase cells] [[Montesinos et al. 1983, Coulter counter]]","Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration); respiration was 3, and 5 μl O (mg 2 DM)−1 hr−1 for strains S. (albus) aureus, aureus (University Houston) and aureus ATCC 6538, respectively (5-8.3 W/kg), at 30 C",the 4 S. of S.,
213,Staphylococcus epidermidis (AT2),Staphylococcus,“Bacilli”: Bacillales μl DM)−1,O (mg 2 hr−1,MIN,16,27,30,19.09,0.5,Jacobs & Conti 1965 [BM],Cells grown for 8 hr 37 C harvested at end of the log phase,at Cell mass estimated from linear dimen- the sions given in BM,5e-13
214,Staphylococcus albus (Micrococcus pyogenes var. albus),Staphylococcus,“Bacilli”: Bacillales μl DM)−1,O (mg 2 hr−1,MIN,6,10,37,4.35,,Bishop et al. 1962,Respiration measured immediately after harvesting the cells (aerobic culture) at end of the logarithmic growth phase; dogenous respiration of anaerobic culture was 4 orig. units,Max. resp. (in the presence of lactate) was 111 orig. units the en-,
215,Gaffkya tetragena (ATCC 10875),Staphylococcus,“Bacilli”: Bacillales μl DM)−1,O (mg 2 hr−1 N)−1,MIN,10,17,30,12.02,,Jurtshuk & McQuitty 1976,Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration); strain ATCC 10875 respired at 14 μl DM)−1 hr−1 (mg = W/kg,the O 2 23,
216,Streptococcus mas- titidis (70b),Streptococcus,“Bacilli”: “Lactoba- μl cillales” (120,O (mg 2 min)−1,MIN,10,1.7,37,0.74,0.3,Greisen & Gun- salus 1944 [BM],Cells grown for 12 hr,N/DM≈0.1,3e-13
217,Streptococcus aga- lactiae,Streptococcus,“Bacilli”: “Lactoba- μl cillales” DM)−1,O (mg 2 hr−1,,5,8.3,37,3.61,0.3,Mickelson 1961 [BM],Cells harvested after 10-15 hr incubation; respiration measured for 5 hr,,3e-13
218,Streptococcus pneumoniae (ATCC 6360),Streptococcus,“Bacilli”: “Lactoba- μl cillales” DM)−1,O (mg 2 hr−1,MIN,1,1.7,30,1.20,0.4,"Jurtshuk & McQuitty 1976 [Kowalski et al. 1999, diam 0.8-1 μm]",Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration),the,4e-13
219,Streptococcus py- ogenes (ATCC 10389),Streptococcus,“Bacilli”: “Lactoba- μl cillales” DM)−1,O (mg 2 hr−1,MIN,2,3.3,30,2.33,0.2,"Jurtshuk & McQuitty 1976 [Kowalski et al. 1999, diam 0.6-1 μm]",Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration),the,2e-13
220,Streptomyces coeli- color,Streptomyces,Actinobacteria: Acti- μl nomycetales DM)−1,O (mg 2 hr−1,MIN,24,40,30,28.28,,Niederpruem & Hackett 1961,Respiration of mycel- lium,,
221,Streptomyces fra- diae (ATCC 11903),Streptomyces,Actinobacteria: Acti- μl nomycetales DM)−1,O (mg 2 hr−1 N)−1,MIN,13,22,30,15.56,,Niederpruem & Hackett 1961,Respiration of mycel- lium,,
222,Streptomyces griseus (3475 Waksman),Streptomyces,Actinobacteria: Acti- μl nomycetales hr−1,O (mg 2,MIN,105,18,30,12.73,,Gilmour et al. 1955,Cells grown for 24 hr,,
223,Streptomyces griseus (ATCC 10137),Streptomyces,Actinobacteria: Acti- μl nomycetales DM)−1,O (mg 2 hr−1,,12,20,30,14.14,,Jurtshuk & McQuitty 1976,Cells harvested at the late-logarithmic growth phase (two thirds of the maximal growth concentration) Niederpruem & Hack- ett 1961: Respiration of mycellium was 21 DM)−1 hr−1 μl O (mg 2 = 35 W/kg at 30 C,,
224,Actinomyces lon- gispororuber,Streptomyces,Actinobacteria: Acti- μl nomycetales DM)−1,O (mg 2 hr−1,MIN,2,3.3,30,2.33,,Feofilova et al. 1966,Respiration of 24-hr- old mycelium,Endogenous respiration was minimal DM)−1 hr−1) (around 2 μl O (mg in the 2 beginning of growth before the expo- nential phase (lag phase); at maximal growth rate it increased up to 14 μl O 2 DM)−1 hr−1 (mg (48 hr) and then started to decline gradually to 7-11 μl O (mg 2 DM)−1 hr−1 at 72 hr and 4-8 μl O (mg 2 DM)−1 hr−1 at 96 hr,
225,Streptomyces oliva- ceus (NRRL B- 1125),Streptomyces,Actinobacteria: Acti- μmol nomycetales N)−1,O (mg 2 hr−1,MIN,54,9,37,3.92,,Maitra & Roy 1961,Cells harvested at end of growth at 24 respiration measured for 60 min; pH 5.5; pH 7.2 endogenous respiration was 201.1 orig. units,the hr; at,
226,Sulfolobus acidocal- cadareus,Sulfolobus,Archaea: Thermopro- nmol protein)−1 tei (Crenarchaeota): Sulfolobales,O (mg 2 min−1,MIN,13.5,15,60,1.33,0.4,"Schäfer 1996 [Takayanagi et al. 1996, lobed cells, diam 0.8-1.0 μm]",Steady-state respira- tion on endogenous substrate,,4e-13
227,Contagious equine metritis bacterium (E-CMO),Taylorella,Betaproteobacteria: pmol protein)−1 Burkholderiales,O (mg 2 min−1,MIN,82,0.1,30,0.07,0.4,"Lindmark et al. 1982 [BM9, ge- nus, 0.7×0.7-1.8 μm]",Cells (English E-CMO strain) harvested from late log phase after hr,Contagious equine metritis bacterium 24,4e-13
228,Ferrobacillus ferro- oxidans (Thiobacil- lus ferrooxidans),Thiobacillus,Betaproteobacteria: μmol Hydrogenophilales mg hr−1,O (5.6 2 protein)−1,MIN,0.12,0.5,25,0.50,0.25,"Silver 1970 [Kelly & Wood 2000, rods 0.4×2.0 μm]",respiration of cells during 60 min of sub- strate deprivation,,2.5e-13
229,Thiobacillus inter- medius,Thiobacillus,Betaproteobacteria: μmol Hydrogenophilales protein)−1,O (mg 2 hr−1,MIN,0.6,11,30,7.78,0.4,"London & Ritten- berg 1966 [BM9, genus, 0.5-1.0-4.0 μm]",Cells were grown the presence of glu- cose to the stationary phase; respiration cells grown without glucose was “nil”,in Facultative autotroph oxidizing thiosul- fate of,4e-13
230,Thiobacillus thio- oxidans,Thiobacillus,Betaproteobacteria: μl Hydrogenophilales hr−1,N)−1 O (mg 2,MIN,4-10,1.5,28,1.22,0.25,"Vogler 1942b [Kelly & Wood 2000, rods 0.4×2.0 μm]",young cultures (as cited by Newburgh 1954) Vogler 1942a: late cultures respire at 10- N)−1 hr−1 40 μl O (mg 2,Autotroph growing on sulfur; in the presence of sulfur respiration increases by 20-100 times,2.5e-13
231,Thiocapsa roseopersicina (M1),Thiocapsa,Gammaproteobacteria: nmol Chromatiales protein)−1,O (mg 2 min−1,MIN,5.0,5.6,30,3.96,1,"Overmann & Pfennig 1992 nmol O [Mon- 2 tesinos et al. 1983, Coulter counter]",Respiration of cells without microscopi- cally visible sulfure globules at oxygen concentrations of 11- 67 μM; respiration rates of phototrophi- cally (anaerobically) and chemotrophically (microaerobically) grown cells do differ; the species capable of chemotro- phic growth in dark.,"Purple sulfur bacteria Endogenous respiration of cells with visible sulfur globules is higher, up to protein)−1 min−1 15 nmol O (mg 2 not is the",1e-12
232,Thiocystis violacea (2711),Thiocystis,Gammaproteobacteria: nmol protein)−1 Chromatiales,O (mg 2 min−1,MIN,2.2,2.5,30,1.77,11,"Overmann & Pfennig 1992 [BM9, genus, spherical or ovoid, 2.5-3.0 μm diam]",Respiration of cells without microscopi- cally visible sulfure globules at oxygen concentrations of 11- 67 μM; respiration rates of phototrophi- cally (anaerobically) and chemotrophically (microaerobically) grown cells do differ; the species capable of chemotro- phic growth in dark.,"Purple sulfur bacteria Endogenous respiration of cells with visible sulfur globules is higher, up to 30 orig. units not is the",1.0999999999999999e-11
233,Thiorhodovibrio winogradskyi (SSP1),Thiorhodovibrio,Gammaproteobacteria: nmol protein)−1 Chromatiales,O (mg 2 min−1,MIN,5.9,6.6,30,4.67,,Overmann & Pfennig 1992,Respiration of cells without microscopi- cally visible sulfure globules at oxygen concentrations of 11- 67 μM; respiration rates of phototrophi- cally (anaerobically) and chemotrophically (microaerobically) grown cells do differ; the species capable of chemotro- phic growth in dark.,"Purple sulfur bacteria isolated from the littoral sediment of meromictic Maho- ney Lake (British Columbia, Canada) Maximum respiration in the presence of substrate (H S) is 264 orig. units 2 not is the",
234,Pseudomonas buta- novora (ATCC 43655),Unidentified,Gammaproteobacteria: nmol protein)−1 Pseudomonadales,O (mg 2 min−1,MIN,10- 25,11,30,7.78,0.6,"Vangnai et al. 2002 and personal communication with Dr. Luis A. Sayavedra-Soto (7 Nov 2006) [BM, species, rods, 0.6- 0.8×1.1-2.4 μm]","Bacteria grown to the stationary phase (35- 40 hr); kept at 25 C at least 1 hr to lower endogenous respira- tion With a cell suspension kept at room tem- perature, the cells would show less endogenous respiration as time passes, down to 1-5 nmol O (mg pro- 2 tein)−1 min−1",Classification made for the Pseudomo- nas genus as described at for www.bacterio.cict.fr. There is no such species at www.bacterio.cict.fr; strain ATCC 43655 is an “unidentified bacterium”,6e-13
235,Unknown sp. (A-50),Unknown,Unknown μl DM)−1 min)−1,O (16 mg 2 (30,MIN,32,6.7,30,4.74,,Trudinger 1967,Cells grown for 16 at 28 C; respiration measured for 30 min,"hr ""Where necessary to reduce endogenous respiration, the bacteria were shaken at 30 C for 1 to 2 hr"" The organism was isolated from perco- lation units containing garden soil and elemental sulfur.",
236,Unknown sp. (C-3),Unknown,Unknown μl DM)−1 min)−1,O (3.1 mg 2 (30,MIN,28,30,30,21.21,,Trudinger 1967,Cells grown for 16 at 28 C; respiration measured for 30 min,"hr ""Where necessary to reduce endogenous respiration, the bacteria were shaken at 30 C for 1 to 2 hr"" The organism was isolated from perco- lation units containing garden soil and elemental sulfur.",
237,Achromobacter hartlebii (NCIB 8129),Unnamed,Alphaproteobacteria: μl Rhizobiales DM)−1,O (mg 2 hr−1,MIN,25,42,25,42.00,,Bishop et al. 1962,Respiration measured immediately after harvesting the cells the end of the loga- rithmic growth phase,Max. resp. (in the presence of lactate) DM)−1 hr−1 was 220 μl O (mg 2 at,
238,Vibrio parahaemo- lyticus (biotype alginolyticus 156- 70),Vibrio algino-,Gammaproteobacteria: μl “Vibrionales” DM)−1,O (mg 2 hr−1,MIN,2,3.3,30,2.33,0.6,"Jurtshuk & McQuitty 1976[BM9, genus, rods 0.5-0..8×1.4- 2.6 μm]",Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration),the,6e-13
239,Vibrio fischeri (MAC 401),Vibrio fischeri,Gammaproteobacteria: n DM)−1 “Vibrionales”,atoms O (mg min−1,MIN,20,22,20,31.11,0.6,"Droniuk et al. 1987 [Allen & Baumann 1971, Fig. 16, 0.7×1.5 μm]",Respiration at 100 mM Na+,Marine bacterium,6e-13
240,Vibrio (metschnik- ovii) cholerae bio- type proteus (ATCC 7708),Vibrio metsch-,Gammaproteobacteria: μl “Vibrionales” DM)−1,O (mg 2 hr−1,MIN,2,3.3,30,2.33,0.6,"Jurtshuk & McQuitty 1976[BM9, genus, rods 0.5-0..8×1.4- 2.6 μm]","Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration); respiration 1 orig. unit both studied strains, FC1011 and SAK3",the,6e-13
241,"Vibrio parahaemo- lyticus (FC1011, SAK3)",Vibrio para-,Gammaproteobacteria: μl “Vibrionales” DM)−1,O (mg 2 hr−1,MIN,1,1.7,30,1.20,0.6,"Jurtshuk & McQuitty 1976 [BM9, genus, rods 0.5-0..8×1.4-2.6 μm]","Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration); respiration 1 orig. unit both studied strains, FC1011 and SAK3",the,6e-13
242,Vibrio sp. (Ant-300),Vibrio sp.,Gammaproteobacteria: % “Vibrionales” bon,cellular car- hr−1,MIN,0.00 71,0.11,5,0.44,0.14,"Novitsky & Mo- rita 1977 [Novit- sky & Morita 1976, Figs. 3b,c, cells starved for several weeks, cocci, diam 0.6- 0.7 μm; unstarved cells, rods, 1×2-4 μm3] μm = 2","Stable respiration cells starved for sev- eral weaks; viability 50-100% judged plate counts; during the first week of star- vation, respiration reduced by over 99%","of Cell size estimated from linear dimen- sions of starved cells as shown in Fig. 3b of Novitsky & Morita 1976 by During starvation, cells first increase in numbers at the expense of internal ge- is netic material (nuclear bodies); as testi- fied by Amy and Morita 1983 for 16 other marine bacterial isolates, this property of Ant-300 is not unique",1.4e-13
243,Vitreoscilla sterco- raria (ATCC 15218),Vitreoscilla,Betaproteobacteria: μl Neisseriales DM)−1,O (mg 2 hr−1,MIN,21,35,30,24.75,,"Jurtshuk & McQuitty 1976 [BM9, genus, filaments 1-3 μm diam]",Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration),the,
244,Xanthomonas phaseoli (ATCC 9563),Xanthomonas,Gammaproteobacteria: μl Xanthomonadales DM)−1,O (mg 2 hr−1 N)−1,MIN,22,37,30,26.16,0.25,"Jurtshuk & McQuitty 1976 [BM9, genus, rods 0.4-0.7×0.7-1.8 μm]",Cells harvested at late-logarithmic growth phase (two thirds of the maximal growth concentration),the,2.5e-13
